3	0
50	0
4	0
14	0
31	0
62	0
69	0
78	0
93	0
108	0
118	0
30	0
34	0
72	1
18	2
37	2
43	2
52	2
60	2
77	2
87	2
88	2
91	2
95	2
104	2
105	2
110	2
116	2
117	2
121	2
122	2
9	3
10	3
19	3
75	3
115	3
17	4
41	4
48	4
58	4
73	4
112	4
38	4
70	5
8	6
11	6
13	6
24	6
32	6
36	6
47	6
53	6
63	6
80	6
85	6
96	6
106	6
0	7
5	7
35	7
39	7
57	7
90	7
42	8
119	8
22	8
61	9
49	10
109	10
100	11
